pkid,method,layers,culled_depth,num_params
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
1,HeaSolver,5,75,225
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
2,HeaSolver,5,105,315
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
3,HeaSolver,5,140,420
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
4,HeaSolver,5,60,180
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
5,HeaSolver,5,75,225
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
6,HeaSolver,5,120,360
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
7,HeaSolver,5,140,420
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
8,HeaSolver,5,40,120
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
9,HeaSolver,5,90,270
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
10,HeaSolver,5,120,360
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
11,HeaSolver,5,135,405
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
3,ChocoSolver,1,337,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,168,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,168,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,167,2
4,ChocoSolver,1,168,2
4,ChocoSolver,1,167,2
5,ChocoSolver,1,129,2
5,ChocoSolver,1,131,2
5,ChocoSolver,1,181,2
5,ChocoSolver,1,129,2
5,ChocoSolver,1,131,2
5,ChocoSolver,1,181,2
5,ChocoSolver,1,129,2
5,ChocoSolver,1,131,2
5,ChocoSolver,1,181,2
5,ChocoSolver,1,129,2
6,ChocoSolver,1,248,2
6,ChocoSolver,1,248,2
6,ChocoSolver,1,250,2
6,ChocoSolver,1,250,2
6,ChocoSolver,1,514,2
6,ChocoSolver,1,250,2
6,ChocoSolver,1,328,2
6,ChocoSolver,1,516,2
6,ChocoSolver,1,252,2
6,ChocoSolver,1,522,2
7,ChocoSolver,1,378,2
7,ChocoSolver,1,208,2
7,ChocoSolver,1,300,2
7,ChocoSolver,1,302,2
7,ChocoSolver,1,299,2
7,ChocoSolver,1,208,2
7,ChocoSolver,1,339,2
7,ChocoSolver,1,379,2
7,ChocoSolver,1,304,2
7,ChocoSolver,1,340,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,116,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,114,2
8,ChocoSolver,1,115,2
8,ChocoSolver,1,114,2
8,ChocoSolver,1,114,2
8,ChocoSolver,1,113,2
8,ChocoSolver,1,115,2
9,ChocoSolver,1,384,2
9,ChocoSolver,1,382,2
9,ChocoSolver,1,384,2
9,ChocoSolver,1,386,2
9,ChocoSolver,1,385,2
9,ChocoSolver,1,386,2
9,ChocoSolver,1,388,2
9,ChocoSolver,1,384,2
9,ChocoSolver,1,384,2
9,ChocoSolver,1,386,2
10,ChocoSolver,1,538,2
10,ChocoSolver,1,537,2
10,ChocoSolver,1,537,2
10,ChocoSolver,1,540,2
10,ChocoSolver,1,538,2
10,ChocoSolver,1,533,2
10,ChocoSolver,1,537,2
10,ChocoSolver,1,536,2
10,ChocoSolver,1,537,2
10,ChocoSolver,1,539,2
11,ChocoSolver,1,612,2
11,ChocoSolver,1,614,2
11,ChocoSolver,1,616,2
11,ChocoSolver,1,613,2
11,ChocoSolver,1,616,2
11,ChocoSolver,1,613,2
11,ChocoSolver,1,612,2
11,ChocoSolver,1,613,2
11,ChocoSolver,1,610,2
11,ChocoSolver,1,614,2
