pkid,method,layers,culled_depth,num_params
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
8,HeaSolver,5,120,360
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
0,ChocoSolver,1,44,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
1,ChocoSolver,1,172,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
2,ChocoSolver,1,233,2
3,ChocoSolver,1,167,2
3,ChocoSolver,1,167,2
3,ChocoSolver,1,168,2
3,ChocoSolver,1,167,2
3,ChocoSolver,1,167,2
3,ChocoSolver,1,168,2
3,ChocoSolver,1,167,2
3,ChocoSolver,1,167,2
3,ChocoSolver,1,168,2
3,ChocoSolver,1,167,2
4,ChocoSolver,1,129,2
4,ChocoSolver,1,131,2
4,ChocoSolver,1,181,2
4,ChocoSolver,1,129,2
4,ChocoSolver,1,131,2
4,ChocoSolver,1,181,2
4,ChocoSolver,1,129,2
4,ChocoSolver,1,131,2
4,ChocoSolver,1,181,2
4,ChocoSolver,1,129,2
5,ChocoSolver,1,248,2
5,ChocoSolver,1,248,2
5,ChocoSolver,1,250,2
5,ChocoSolver,1,250,2
5,ChocoSolver,1,514,2
5,ChocoSolver,1,250,2
5,ChocoSolver,1,328,2
5,ChocoSolver,1,516,2
5,ChocoSolver,1,252,2
5,ChocoSolver,1,522,2
6,ChocoSolver,1,115,2
6,ChocoSolver,1,116,2
6,ChocoSolver,1,114,2
6,ChocoSolver,1,113,2
6,ChocoSolver,1,115,2
6,ChocoSolver,1,116,2
6,ChocoSolver,1,114,2
6,ChocoSolver,1,116,2
6,ChocoSolver,1,115,2
6,ChocoSolver,1,115,2
7,ChocoSolver,1,386,2
7,ChocoSolver,1,383,2
7,ChocoSolver,1,385,2
7,ChocoSolver,1,385,2
7,ChocoSolver,1,384,2
7,ChocoSolver,1,388,2
7,ChocoSolver,1,386,2
7,ChocoSolver,1,387,2
7,ChocoSolver,1,384,2
7,ChocoSolver,1,382,2
8,ChocoSolver,1,539,2
8,ChocoSolver,1,542,2
8,ChocoSolver,1,537,2
8,ChocoSolver,1,539,2
8,ChocoSolver,1,538,2
8,ChocoSolver,1,538,2
8,ChocoSolver,1,539,2
8,ChocoSolver,1,540,2
8,ChocoSolver,1,536,2
8,ChocoSolver,1,536,2
